address,account_number,bill_date,billing_period_start,billing_period_end,fresh_water_usage,waste_water_usage,fresh_water_rate,fresh_water_fixed_charge,waste_water_rate,waste_water_fixed_charge,latest_charges
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,04/07/2021,03/01/2021,04/07/2021,72.28,72.28,2.47,31.0,1.54,65.0,385.84
"Studio 82a, Damian courts, South Glenbury, B8E 6PX",CUST0094,03/01/2022,05/07/2021,03/01/2022,133.41,133.41,2.47,31.0,1.54,65.0,630.97
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,02/07/2018,01/01/2018,02/07/2018,64.61,64.61,2.47,31.0,1.54,65.0,355.09
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,01/01/2019,03/07/2018,01/01/2019,97.99,97.99,2.47,31.0,1.54,65.0,488.94
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,03/07/2019,02/01/2019,03/07/2019,96.18,96.18,2.47,31.0,1.54,65.0,481.68
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,02/01/2020,04/07/2019,02/01/2020,113.62,113.62,2.47,31.0,1.54,65.0,551.62
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,03/07/2020,03/01/2020,03/07/2020,125.58,125.58,2.47,31.0,1.54,65.0,599.58
"9 Anthony junctions, Port Paigeland, HU78 4WE",CUST0095,02/01/2021,04/07/2020,02/01/2021,110.8,110.8,2.47,31.0,1.54,65.0,540.31
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,02/07/2018,01/01/2018,02/07/2018,68.59,68.59,2.47,31.0,1.54,65.0,371.05
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,01/01/2019,03/07/2018,01/01/2019,68.31,68.31,2.47,31.0,1.54,65.0,369.92
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,03/07/2019,02/01/2019,03/07/2019,93.47,93.47,2.47,31.0,1.54,65.0,470.81
"Studio 39, Gerald shoals, Gavinchester, W6H 4XG",CUST0096,02/01/2020,04/07/2019,02/01/2020,100.94,100.94,2.47,31.0,1.54,65.0,500.77
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,2018/02/07,01/01/2018,02/07/2018,91.09,91.09,2.47,31.0,1.54,65.0,461.27
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,01/01/2019,03/07/2018,01/01/2019,97.64,101.16,2.47,31.0,1.54,65.0,487.54
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,03/07/2019,02/01/2019,03/07/2019,111.83,111.83,2.47,31.0,1.54,65.0,544.44
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,02/01/2020,04/07/2019,02/01/2020,97.51,97.51,2.47,31.0,1.54,65.0,487.02
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,03/07/2020,03/01/2020,03/07/2020,139.28,139.28,2.47,31.0,1.54,65.0,654.51
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,02/01/2021,04/07/2020,02/01/2021,93.13,93.13,2.47,31.0,1.54,65.0,469.45
"Studio 03g, Amelia viaduct, South Jeffreyton, S5 3UB",CUST0097,04/07/2021,03/01/2021,04/07/2021,77.73,77.73,2.47,31.0,1.54,65.0,407.7
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,02/07/2018,01/01/2018,02/07/2018,135.45,135.45,2.47,31.0,1.54,65.0,639.15
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,01/01/2019,03/07/2018,01/01/2019,65.46,65.46,2.47,31.0,1.54,65.0,358.49
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,03/07/2019,02/01/2019,03/07/2019,128.19,128.19,2.47,31.0,1.54,65.0,610.04
"Flat 7, White manor, East Brian, W7 5JQ",CUST0098,02/01/2020,04/07/2019,02/01/2020,62.24,62.24,2.47,31.0,1.54,65.0,345.58
"976 Russell mill, Royville, SS6 5GY",CUST0099,02/07/2018,01/01/2018,02/07/2018,87.93,87.93,2.47,31.0,1.54,65.0,448.6
"976 Russell mill, Royville, SS6 5GY",CUST0099,01/01/2019,03/07/2018,01/01/2019,127.8,127.8,2.47,31.0,1.54,65.0,608.48
"976 Russell mill, Royville, SS6 5GY",CUST0099,03/07/2019,02/01/2019,03/07/2019,135.25,135.25,2.47,31.0,1.54,65.0,638.35
"976 Russell mill, Royville, SS6 5GY",CUST0099,02/01/2020,04/07/2019,02/01/2020,94.26,94.26,2.47,31.0,1.54,65.0,473.98
"976 Russell mill, Royville, SS6 5GY",CUST0099,03/07/2020,03/01/2020,03/07/2020,82.68,82.68,2.47,31.0,1.54,65.0,427.55
"976 Russell mill, Royville, SS6 5GY",CUST0099,02/01/2021,04/07/2020,02/01/2021,94.67,94.67,2.47,31.0,1.54,65.0,475.63
"976 Russell mill, Royville, SS6 5GY",CUST0099,04/07/2021,03/01/2021,04/07/2021,86.11,86.11,2.47,31.0,1.54,65.0,441.3
"09 Dunn extensions, Lake Gareth, E8A 1DH",CUST0100,02/07/2018,01/01/2018,02/07/2018,110.86,110.86,2.47,31.0,1.54,65.0,540.55
"09 Dunn extensions, Lake Gareth, E8A 1DH",CUST0100,01/01/2019,03/07/2018,01/01/2019,72.41,72.41,2.47,31.0,1.54,65.0,386.36
"09 Dunn extensions, Lake Gareth, E8A 1DH",CUST0100,03/07/2019,02/01/2019,03/07/2019,98.83,98.83,2.47,31.0,1.54,65.0,492.31
